Sample01,Sample02,Sample03,Sample04,Sample05,Sample06,Sample07,Sample08,Sample09,Sample10,Sample11,Sample12,Sample13,Sample14,Sample15,Sample16,Sample17,Sample18,Sample19,Sample20,Sample21,Sample22,Sample23
uvrC,group_1882,group_741,group_1554,group_1554,group_1554,group_744,ubiL,ubiL,glnG,glnG,group_550,ubiL,glnG,ubiL,ubiL,glnG,ubiL,group_1810,ubiL,group_1260,group_2732,
group_1561,group_741,group_1554,group_297,group_297,group_297,group_745,glnG,glnG,group_744,group_744,group_1403,glnG,group_744,glnG,glnG,group_744,glnG,group_297,glnG,group_2446,group_2733,
group_751,group_1554,group_297,yfhM,yfhM,yfhM,mrdA,group_744,group_744,group_745,group_745,group_228,group_744,group_745,group_744,group_744,group_745,group_744,yfhM,group_744,group_2447,group_2734,
group_1562,group_297,yfhM,group_125,group_125,group_125,group_747,group_745,group_745,mrdA,mrdA,group_552,group_745,mrdA,group_745,group_745,mrdA,group_745,group_125,group_745,,group_2735,
ogt,yfhM,group_125,group_126,group_126,group_126,group_299,mrdA,mrdA,group_747,group_747,group_553,mrdA,group_747,mrdA,mrdA,group_747,mrdA,group_127,mrdA,,group_297,
group_300,group_125,group_126,group_1883,group_1883,group_1883,ftsI,group_747,group_747,group_299,group_299,mrdB,group_747,group_299,group_747,group_747,group_299,group_747,fadN,group_747,,group_2736,
group_1563,group_126,group_1883,group_742,group_742,group_742,group_1558,group_299,group_299,ftsI,ftsI,ptrB,group_299,ftsI,group_299,group_299,ftsI,group_299,group_742,group_299,,group_14,
group_130,group_1883,group_742,group_743,group_743,group_743,rsmH,ftsI,ftsI,group_1558,group_1558,ndhB_1,ftsI,group_1558,ftsI,ftsI,group_1558,ftsI,group_743,ftsI,,group_10,
group_131,group_742,group_743,group_298,group_298,group_298,mraZ,group_1558,group_1558,rsmH,rsmH,vapC,group_1558,rsmH,group_1558,group_1558,rsmH,group_1558,group_298,group_1558,,group_13,
group_1564,group_743,group_298,ubiL,ubiL,ubiL,group_969,rsmH,rsmH,mraZ,mraZ,group_556,rsmH,mraZ,rsmH,rsmH,mraZ,rsmH,ubiL,rsmH,,yfhM,
group_752,group_298,ubiL,glnG,glnG,glnG,group_749,mraZ,mraZ,group_969,group_969,group_557,mraZ,group_969,mraZ,mraZ,group_969,mraZ,group_63,mraZ,,group_12,
group_134,ubiL,glnG,group_744,group_744,group_744,group_1560,group_969,group_969,group_749,group_749,mrpA,group_969,group_749,group_969,group_969,group_749,group_969,glnG,group_969,,group_9,
group_135,glnG,group_744,group_745,group_745,group_745,group_65,group_749,group_749,group_1560,group_1560,ndhB_2,group_749,group_1560,group_749,group_749,group_1560,group_749,group_744,group_749,,group_2737,
group_1565,group_744,group_745,mrdA,mrdA,mrdA,uvrC,group_1560,group_1560,group_65,group_65,mnhC1,group_1560,group_65,group_1560,group_1560,group_65,group_1560,group_745,group_1560,,group_125,
group_1566,group_745,mrdA,group_747,group_747,group_747,group_1561,group_65,group_65,uvrC,uvrC,virB9,group_65,uvrC,group_65,group_65,uvrC,group_65,mrdA,group_65,,group_2738,
group_301,mrdA,group_747,group_299,group_299,group_299,group_751,uvrC,uvrC,group_1561,group_1561,group_560,uvrC,group_1561,uvrC,uvrC,group_1561,uvrC,group_747,uvrC,,group_2739,
group_302,group_747,group_299,ftsI,ftsI,ftsI,group_1811,group_1561,group_1561,group_751,group_751,group_1409,group_1561,group_751,group_1561,group_1561,group_751,group_1561,group_299,group_1561,,group_2740,
group_753,group_299,ftsI,group_1558,group_1558,group_1558,ogt,group_751,group_751,group_1811,group_1811,virB8,group_751,group_1811,group_751,group_751,group_1811,group_751,ftsI,group_751,,group_2741,
group_754,ftsI,group_1558,rsmH,rsmH,rsmH,group_300,group_1811,group_1811,ogt,ogt,group_562,group_1811,ogt,group_1811,group_1811,ogt,group_1811,group_1558,group_1811,,group_2742,
group_1567,group_1558,rsmH,mraZ,mraZ,mraZ,group_1563,ogt,ogt,group_300,group_300,group_563,ogt,group_300,ogt,ogt,group_300,ogt,rsmH,ogt,,group_2743,
group_755,rsmH,mraZ,group_969,group_969,group_969,group_130,group_300,group_300,group_1563,group_1563,group_1410,group_300,group_1563,group_300,group_300,group_1563,group_300,mraZ,group_300,,ubiL,
group_756,mraZ,group_969,group_749,group_749,group_749,group_132,group_1563,group_1563,group_130,group_130,virD4,group_1563,group_130,group_1563,group_1563,group_130,group_1563,group_969,group_1563,,glnG,
group_757,group_969,group_749,group_1560,group_1560,group_1560,group_1564,group_130,group_130,group_132,group_132,gppA,group_130,group_132,group_130,group_130,group_132,group_130,group_749,group_130,,group_744,
group_758,group_749,group_1560,group_65,group_65,group_65,group_752,group_132,group_132,group_1564,group_1564,group_100,group_132,group_1564,group_132,group_132,group_1564,group_132,group_1560,group_132,,group_745,
group_1568,group_1560,group_65,group_66,group_66,group_66,group_134,group_1564,group_1564,group_752,group_752,group_565,group_1564,group_752,group_1564,group_1564,group_752,group_1564,group_65,group_1564,,mrdA,
group_759,group_65,group_66,uvrC,uvrC,uvrC,group_1565,group_752,group_752,group_134,group_134,group_1412,group_752,group_134,group_752,group_752,group_134,group_752,uvrC,group_752,,group_747,
group_303,group_66,uvrC,group_1561,group_1561,group_1561,group_1566,group_134,group_134,group_1565,group_1565,group_566,group_134,group_1565,group_134,group_134,group_1565,group_134,group_1561,group_134,,ftsI,
group_1569,uvrC,group_1561,group_751,group_751,group_751,group_301,group_1565,group_1565,group_1566,group_1566,group_1413,group_1565,group_1566,group_1565,group_1565,group_1566,group_1565,group_751,group_1565,,group_1558,
group_305,group_1561,group_751,group_1884,group_1884,group_1884,group_302,group_1566,group_1566,group_301,group_301,cysQ_2,group_1566,group_301,group_1566,group_1566,group_301,group_1566,group_1811,group_1566,,rsmH,
secA,group_751,group_1884,ogt,ogt,ogt,group_1812,group_301,group_301,group_302,group_302,mutS,group_301,group_302,group_301,group_301,group_302,group_301,group_129,group_301,,mraZ,
prsA1,group_1884,ogt,group_300,group_300,group_300,group_753,group_302,group_302,group_1812,group_1812,ywlF,group_302,group_1812,group_302,group_302,group_1812,group_302,ogt,group_302,,group_2744,
acpS,ogt,group_300,group_1563,group_1563,group_1563,group_970,group_1812,group_1812,group_753,group_753,group_1415,group_1812,group_753,group_1812,group_1812,group_753,group_1812,group_300,group_1812,,group_1560,
rpoZ,group_300,group_1563,group_133,group_133,group_133,group_754,group_753,group_753,group_970,group_970,group_568,group_753,group_970,group_753,group_753,group_970,group_753,group_1563,group_753,,group_65,
murA,group_1563,group_133,group_1564,group_1564,group_1564,group_1813,group_970,group_970,group_754,group_754,thyX,group_970,group_754,group_970,group_970,group_754,group_970,group_131,group_970,,group_2745,
gyrB,group_133,group_1564,group_752,group_752,group_752,group_1567,group_754,group_754,group_1813,group_1813,tolB,group_754,group_1813,group_754,group_754,group_1813,group_754,group_133,group_754,,group_2746,
group_762,group_1564,group_752,group_134,group_134,group_134,group_755,group_1813,group_1813,group_1567,group_1567,rpoH,group_1813,group_1567,group_1813,group_1813,group_1567,group_1813,group_1564,group_1813,,uvrC,
group_763,group_752,group_134,group_1565,group_1565,group_1565,group_756,group_1567,group_1567,group_755,group_755,ctaG,group_1567,group_755,group_1567,group_1567,group_755,group_1567,group_752,group_1567,,group_1561,
group_971,group_134,group_1565,group_1566,group_1566,group_1566,group_757,group_755,group_755,group_756,group_756,group_570,group_755,group_756,group_755,group_755,group_756,group_755,group_134,group_755,,group_751,
group_307,group_1565,group_1566,group_301,group_301,group_301,group_758,group_756,group_756,group_757,group_757,mnmA,group_756,group_757,group_756,group_756,group_757,group_756,group_1565,group_756,,ogt,
group_1574,group_1566,group_301,group_302,group_302,group_302,group_1814,group_757,group_757,group_758,group_758,yhdG,group_757,group_758,group_757,group_757,group_758,group_757,group_1566,group_757,,group_2747,
group_1576,group_301,group_302,group_753,group_753,group_753,group_303,group_758,group_758,group_1814,group_1814,hisS,group_758,group_1814,group_758,group_758,group_1814,group_758,group_301,group_758,,group_2748,
group_1578,group_302,group_753,group_970,group_970,group_970,group_1569,group_1814,group_1814,group_303,group_303,ybiT_1,group_303,group_303,group_1814,group_1814,group_303,group_1814,group_302,group_1814,,group_2749,
group_1579,group_753,group_970,group_754,group_754,group_754,group_1815,group_303,group_303,group_1569,group_1569,ybiT_2,group_1569,group_1569,group_303,group_303,group_1569,group_303,group_1812,group_303,,ogt_2,
group_764,group_970,group_754,group_1567,group_1567,group_1567,group_304,group_1569,group_1569,group_1815,group_1815,ybiT_3,group_1815,group_1815,group_1569,group_1569,group_1815,group_1569,group_753,group_1569,,group_300,
secD,group_754,group_1567,group_755,group_755,group_755,group_306,group_1815,group_1815,group_304,group_304,group_233,group_304,group_304,group_1815,group_1815,group_304,group_1815,group_970,group_1815,,group_2751,
group_1581,group_1567,group_755,group_756,group_756,group_756,secA,group_304,group_304,group_306,group_306,group_573,group_305,group_306,group_304,group_304,group_306,group_304,group_754,group_304,,group_2752,
ccmE,group_755,group_756,group_757,group_757,group_757,prsA1,group_306,group_306,secA,secA,group_55,secA,secA,group_306,group_306,secA,group_306,group_1813,group_306,,group_2753,
ppa,group_756,group_757,group_758,group_758,group_758,acpS,secA,secA,prsA1,prsA1,group_54,prsA1,prsA1,secA,secA,prsA1,secA,group_1567,secA,,group_2754,
murJ,group_757,group_758,group_1568,group_1568,group_1568,rpoZ,prsA1,prsA1,acpS,acpS,group_574,acpS,acpS,prsA1,prsA1,acpS,prsA1,group_755,prsA1,,group_1569,
group_767,group_758,group_1568,group_759,group_759,group_759,murA,acpS,acpS,rpoZ,rpoZ,group_234,rpoZ,rpoZ,acpS,acpS,rpoZ,acpS,group_756,acpS,,group_2755,
group_768,group_1568,group_759,group_1885,group_1885,group_1885,gyrB,rpoZ,rpoZ,murA,murA,tolQ,murA,murA,rpoZ,rpoZ,murA,rpoZ,group_757,rpoZ,,group_2756,
recG,group_759,group_1885,group_303,group_303,group_303,group_762,murA,murA,gyrB,gyrB,exbD,gyrB,gyrB,murA,murA,gyrB,murA,group_758,murA,,secA,
group_1583,group_1885,group_303,group_1569,group_1569,group_1569,group_763,gyrB,gyrB,group_762,group_762,group_1421,group_762,group_762,gyrB,gyrB,group_762,gyrB,group_1814,gyrB,,prsA1,
group_1584,group_303,group_1569,group_1886,group_1886,group_1886,group_971,group_762,group_762,group_763,group_763,group_958,group_763,group_763,group_762,group_762,group_763,group_762,group_303,group_762,,acpS,
group_770,group_1569,group_1886,group_306,group_306,group_306,group_3420,group_763,group_763,group_971,group_971,group_235,group_971,group_971,group_763,group_763,group_971,group_763,group_1569,group_763,,rpoZ,
scoA,group_1886,group_306,secA,secA,secA,group_3417,group_971,group_971,group_3420,group_3420,nanT_1,group_3420,group_3420,group_971,group_971,group_3420,group_971,group_1815,group_971,,murA,
scoB,group_306,secA,prsA1,prsA1,prsA1,group_3422,group_3420,group_3420,group_3417,group_3417,prsE,group_3417,group_3417,group_3420,group_3420,group_3417,group_3420,group_304,group_3420,,gyrB,
group_772,secA,prsA1,acpS,acpS,acpS,group_1578,group_3417,group_3417,group_3422,group_3422,prsD,group_3422,group_3422,group_3417,group_3417,group_3422,group_3417,group_306,group_3417,,group_762,
group_309,prsA1,acpS,rpoZ,rpoZ,rpoZ,group_1579,group_3422,group_3422,group_1578,group_1578,asd2,group_1578,group_1578,group_3422,group_3422,group_1578,group_3422,secA,group_3422,,group_763,
group_310,acpS,rpoZ,murA,murA,murA,group_764,group_1578,group_1578,group_1579,group_1579,group_1423,group_1579,group_1579,group_1578,group_1578,group_1579,group_1578,prsA1,group_1578,,group_2757,
group_972,rpoZ,murA,gyrB,gyrB,gyrB,secD,group_1579,group_1579,group_764,group_764,group_1424,group_764,group_764,group_1579,group_1579,group_764,group_1579,acpS,group_1579,,group_2758,
mraY,murA,gyrB,group_762,group_762,group_762,group_1581,group_764,group_764,secD,secD,hslV,secD,secD,group_764,group_764,secD,group_764,rpoZ,group_764,,group_2759,
murF,gyrB,group_762,group_763,group_763,group_763,ccmE,secD,secD,group_1581,group_1581,hslU,group_1581,group_1581,secD,secD,group_1581,secD,murA,secD,,group_2760,
murE,group_762,group_763,group_971,group_971,group_971,ppa,group_1581,group_1581,ccmE,ccmE,comM_1,ccmE,ccmE,group_1581,group_1581,ccmE,group_1581,gyrB,group_1581,,group_2761,
mfd,group_763,group_971,group_307,group_307,group_307,murJ,ccmE,ccmE,ppa,ppa,group_237,ppa,ppa,ccmE,ccmE,ppa,ccmE,group_762,ccmE,,group_2762,
group_775,group_971,group_307,group_1574,group_1574,group_1574,group_767,ppa,ppa,murJ,murJ,comM,murJ,murJ,ppa,ppa,murJ,ppa,group_763,ppa,,group_2763,
group_776,group_307,group_1574,group_1576,group_1576,group_1576,group_768,murJ,murJ,group_767,group_767,group_239,group_767,group_767,murJ,murJ,group_767,murJ,group_971,murJ,,group_764,
dnaA,group_1574,group_1576,group_1578,group_1578,group_1578,recG,group_767,group_767,group_768,group_768,group_1428,group_768,group_768,group_767,group_767,group_768,group_767,group_3420,group_767,,secD,
group_1588,group_1576,group_1578,group_1579,group_1579,group_1579,group_1583,group_768,group_768,recG,recG,group_579,recG,recG,group_768,group_768,recG,group_768,group_3417,group_768,,group_1581,
group_777,group_1578,group_1579,group_764,group_764,group_764,group_992,recG,recG,group_1583,group_1583,group_580,group_1583,group_1583,recG,recG,group_1583,recG,group_3423,recG,,ccmE,
group_1589,group_1579,group_764,secD,secD,secD,group_770,group_1583,group_1583,group_992,group_992,lpxB,group_992,group_992,group_1583,group_1583,group_992,group_1583,group_1617,group_1583,,ppa,
group_312,group_764,secD,group_1581,group_1581,group_1581,scoA,group_992,group_992,group_770,group_770,group_1429,group_770,group_770,group_992,group_992,group_770,group_992,group_1616,group_992,,murJ,
group_1590,secD,group_1581,ccmE,ccmE,ccmE,scoB,group_770,group_770,scoA,scoA,mltG,scoA,scoA,group_770,group_770,scoA,group_770,group_1816,group_770,,group_767,
group_313,group_1581,ccmE,ppa,ppa,ppa,group_772,scoA,scoA,scoB,scoB,cyaY,scoB,scoB,scoA,scoA,scoB,scoA,group_803,scoA,,group_768,
group_1591,ccmE,ppa,murJ,murJ,murJ,group_309,scoB,scoB,group_772,group_772,group_986,group_772,group_772,scoB,scoB,group_772,scoB,group_973,scoB,,recG,
mdtL_1,ppa,murJ,group_767,group_767,group_767,group_310,group_772,group_772,group_309,group_309,group_1430,group_309,group_309,group_772,group_772,group_309,group_772,group_802,group_772,,group_2764,
group_778,murJ,group_767,group_768,group_768,group_768,group_972,group_309,group_309,group_310,group_310,group_102,group_310,group_310,group_309,group_309,group_310,group_309,group_801,group_309,,group_992,
ychF,group_767,group_768,recG,recG,recG,mraY,group_310,group_310,group_972,group_972,group_584,group_972,group_972,group_310,group_310,group_972,group_310,grpE,group_310,,group_770,
group_1593,group_768,recG,group_1583,group_1583,group_1583,murF,group_972,group_972,mraY,mraY,gltX1,mraY,mraY,group_972,group_972,mraY,group_972,rph,group_972,,scoA,
group_780,recG,group_1583,group_992,group_992,group_992,murE,mraY,mraY,murF,murF,topA,murF,murF,mraY,mraY,murF,mraY,group_1612,mraY,,scoB,
pth,group_1583,group_992,group_770,group_770,group_770,mfd,murF,murF,murE,murE,group_1432,murE,murE,murF,murF,murE,murF,group_141,murF,,group_2765,
rplY,group_992,group_770,scoA,scoA,scoA,group_775,murE,murE,mfd,mfd,dprA,mfd,mfd,murE,murE,mfd,murE,group_140,murE,,group_2766,
group_1596,group_770,scoA,scoB,scoB,scoB,group_776,mfd,mfd,group_775,group_775,group_586,group_775,group_775,mfd,mfd,group_775,mfd,group_1611,mfd,,group_2767,
group_1597,scoA,scoB,group_772,group_772,group_772,dnaA,group_775,group_775,group_776,group_776,ahpC,group_776,group_776,group_775,group_775,group_776,group_775,group_799,group_775,,mraY,
queE,scoB,group_772,group_309,group_309,group_309,group_777,group_776,group_776,dnaA,dnaA,qmcA,dnaA,dnaA,group_776,group_776,dnaA,group_776,group_798,group_776,,murF,
rpmI,group_772,group_309,group_310,group_310,group_310,group_1589,dnaA,dnaA,group_777,group_777,group_588,group_777,group_777,dnaA,dnaA,group_777,dnaA,groS,dnaA,,murE,
rplT,group_309,group_310,group_972,group_972,group_972,group_312,group_777,group_777,group_1589,group_1589,eptB,group_1589,group_1589,group_777,group_777,group_1589,group_777,groL1,group_777,,mfd,
rpmH,group_310,group_972,mraY,mraY,mraY,group_1590,group_1589,group_1589,group_312,group_312,yrrK,group_312,group_312,group_1589,group_1589,group_312,group_1589,relA,group_1589,,group_775,
rnpA,group_972,mraY,murF,murF,murF,group_313,group_312,group_312,group_1590,group_1590,group_106,group_1590,group_1590,group_312,group_312,group_1590,group_312,group_1609,group_312,,group_776,
group_1599,mraY,murF,murE,murE,murE,group_1591,group_1590,group_1590,group_313,group_313,rmlD,group_313,group_313,group_1590,group_1590,group_313,group_1590,group_796,group_1590,,dnaA,
group_67,murF,murE,mfd,mfd,mfd,mdtL_1,group_313,group_313,group_1591,group_1591,capD,group_1591,group_1591,group_313,group_313,group_1591,group_313,group_795,group_313,,group_2768,
group_785,murE,mfd,group_775,group_775,group_775,group_778,group_1591,group_1591,mdtL_1,mdtL_1,wbpI,mdtL_1,mdtL_1,group_1591,group_1591,mdtL_1,group_1591,group_1608,group_1591,,group_2769,
group_136,mfd,group_775,group_776,group_776,group_776,ychF,mdtL_1,mdtL_1,group_778,group_778,group_1436,group_778,group_778,mdtL_1,mdtL_1,group_778,mdtL_1,gluQ,mdtL_1,,group_2770,
group_137,group_775,group_776,dnaA,dnaA,dnaA,group_1593,group_778,group_778,ychF,ychF,COQ3,ychF,ychF,group_778,group_778,ychF,group_778,ubiG,group_778,,group_2771,
corA,group_776,dnaA,group_777,group_777,group_777,group_780,ychF,ychF,group_1593,group_1593,group_1437,group_1593,group_1593,ychF,ychF,group_1593,ychF,znuB,ychF,,group_2772,
group_71,dnaA,group_777,group_1589,group_1589,group_1589,pth,group_1593,group_1593,group_780,group_780,arnC_1,group_780,group_780,group_1593,group_1593,group_780,group_1593,group_1606,group_1593,,group_2773,
